census_tract,pop_total,pop_hl,pop_white_non_hl,prop_hl,prop_white_non_hl,median_income
34007601600,2478,762,15,0.3075060532687651,0.006053268765133172,25988
34007601700,2817,1227,101,0.4355697550585729,0.03585374511892084,18457
34007601800,1080,281,47,0.2601851851851852,0.04351851851851852,48715
34007601900,2958,1386,18,0.4685598377281947,0.006085192697768763,33290
34007602000,5507,2155,496,0.39132013800617393,0.0900671872162702,38696
34007602503,2499,1258,195,0.5034013605442177,0.07803121248499399,67250
34007602601,2874,866,866,0.3013221990257481,0.3013221990257481,69688
34007602602,3296,1191,507,0.3613470873786408,0.15382281553398058,65777
34007602901,4687,1237,2129,0.26392148495839557,0.4542351184126307,81250
34007602902,3025,797,1108,0.2634710743801653,0.3662809917355372,84316
34007603001,4233,1149,1745,0.27143869596031184,0.4122371840302386,72719
34007603002,4712,2209,567,0.4688030560271647,0.12033106960950764,93198
34007603100,3797,841,2240,0.22149065051356334,0.589939425862523,75568
34007603201,4665,525,2629,0.11254019292604502,0.5635584137191855,76125
34007603202,2517,312,1967,0.12395709177592372,0.7814858959078268,107311
34007603301,5923,627,3458,0.10585851764308628,0.5838257639709606,97222
34007603302,6459,648,4733,0.10032512772875057,0.7327759715126181,102802
34007603303,3086,141,2543,0.04569021386908619,0.8240440699935191,64409
34007603400,7857,796,4591,0.1013109329260532,0.5843197149039073,95966
34007603501,5949,388,4345,0.0652210455538746,0.7303748529164565,136523
34007603503,4842,113,3686,0.023337463857909954,0.7612556794712928,160917
34007603504,3310,289,2339,0.08731117824773414,0.7066465256797583,158571
34007603505,3751,259,2652,0.06904825379898694,0.7070114636097041,105477
34007603506,5935,265,4289,0.04465037910699242,0.7226621735467565,144605
34007603507,7281,353,5462,0.04848235132536739,0.750171679714325,137765
34007603601,4047,230,3275,0.05683222139856684,0.8092414133926366,105053
34007603602,2454,44,2257,0.017929910350448247,0.9197229013854931,161019
34007603603,2523,185,2150,0.07332540626238605,0.8521601268331351,130278
34007603700,3604,835,2013,0.23168701442841289,0.5585460599334073,66895
34007603800,5629,228,5181,0.040504530111920414,0.9204121513590335,110568
34007603901,4881,198,4549,0.040565457897971724,0.931981151403401,95625
34007603902,3274,82,2694,0.02504581551618815,0.822846670739157,92500
34007604100,2902,1302,453,0.44865609924190214,0.15609924190213645,64808
34007604200,3224,352,2444,0.10918114143920596,0.7580645161290323,77708
34007604300,3938,142,3479,0.03605891315388522,0.8834433722701879,104028
34007604400,3220,110,2862,0.034161490683229816,0.8888198757763975,116875
34007604600,2037,216,1464,0.10603829160530191,0.7187039764359352,70737
34007604700,1885,53,1802,0.028116710875331564,0.9559681697612732,108068
34007605100,2389,204,2027,0.08539137714524905,0.8484721640853914,66402
34007605200,2754,323,1979,0.11728395061728394,0.7185911401597677,67692
34007605300,1837,151,1347,0.08219923788786064,0.733260751224823,52222
34007605400,2756,120,2447,0.04354136429608128,0.8878809869375908,82547
34007605602,3139,41,3017,0.013061484549219496,0.9611341191462249,121200
34007605700,3336,51,3083,0.015287769784172662,0.9241606714628298,86875
34007605800,2832,1,2755,0.00035310734463276836,0.9728107344632768,117614
34007605900,2727,183,2380,0.0671067106710671,0.8727539420608728,102292
34007606000,1894,45,1772,0.02375923970432946,0.9355860612460402,86622
34007606100,2513,179,2293,0.07122960604854756,0.9124552327894946,174289
34007606200,4175,0,3939,0.0,0.9434730538922156,148493
34007606300,2467,20,2205,0.008107012565869477,0.8937981353871098,125859
34007606400,3234,461,2736,0.14254792826221396,0.8460111317254174,236688
34007606500,2980,285,172,0.09563758389261745,0.05771812080536913,70703
34007606600,2486,123,2189,0.04947707160096541,0.8805309734513275,69044
34007606700,4545,242,3847,0.053245324532453245,0.8464246424642464,78220
34007606800,4118,399,3062,0.09689169499757164,0.74356483729966,77604
34007607000,4609,470,3496,0.10197439791711868,0.7585159470600998,57965
34007607100,3937,424,3124,0.10769621539243078,0.793497586995174,82198
34007607200,4379,710,3105,0.16213747430920303,0.709065996802923,78125
34007607300,4329,570,2666,0.13167013167013167,0.6158466158466158,67161
34007607401,2614,301,1705,0.11514919663351186,0.6522570772762051,78125
34007607402,2862,383,1321,0.13382250174703006,0.4615653389238295,75119
34007607502,6412,447,4397,0.06971303805364941,0.6857454772301934,125125
34007607503,6729,152,4556,0.022588794768910684,0.6770694010997177,134231
34007607504,3995,241,3134,0.06032540675844806,0.7844806007509387,212857
34007607505,3464,144,2601,0.04157043879907621,0.750866050808314,132308
34007607506,3376,170,1144,0.050355450236966824,0.33886255924170616,77982
34007607507,6888,761,2893,0.11048199767711962,0.42000580720092917,66662
34007607600,2303,326,1716,0.14155449413808077,0.7451150673035172,95000
34007607701,7218,3042,1677,0.42144638403990026,0.23233582709891937,33373
34007607702,4717,1340,1828,0.28407886368454527,0.38753444986220054,61078
34007607801,6575,1431,1873,0.21764258555133079,0.28486692015209125,52036
34007607802,2538,403,1439,0.15878644602048858,0.5669818754925138,75938
34007607900,1981,65,1674,0.03281171125694094,0.8450277637556789,98750
34007608001,3439,432,2377,0.12561791218377436,0.691189299214888,69853
34007608202,3648,168,2807,0.046052631578947366,0.7694627192982456,81125
34007608205,4447,55,3523,0.012367888464133123,0.7922194738025635,100202
34007608206,3741,256,2931,0.06843090082865544,0.7834803528468324,99703
34007608209,3491,202,2268,0.05786307648238327,0.6496705814952736,82625
34007608210,4080,677,2148,0.1659313725490196,0.5264705882352941,52500
34007608211,5437,703,2660,0.12929924590766967,0.4892403899209123,76656
34007608302,4920,595,3797,0.1209349593495935,0.7717479674796748,67215
34007608303,2701,120,1918,0.044427989633469084,0.7101073676416142,90909
34007608304,6404,373,4642,0.058244846970643346,0.7248594628357277,92330
34007608401,3865,274,2915,0.07089262613195343,0.7542043984476067,96360
34007608402,3765,392,2473,0.10411686586985391,0.6568393094289509,81364
34007608403,7264,537,3474,0.07392621145374449,0.4782488986784141,133460
34007608404,7446,626,4698,0.0840719849583669,0.6309427880741337,108065
34007608503,2621,313,1051,0.11942006867607784,0.4009919877909195,55417
34007608504,3648,114,1685,0.03125,0.46189692982456143,54247
34007608600,5271,713,3063,0.13526845000948587,0.5811041548093341,57895
34007608700,7484,411,6133,0.054917156600748265,0.8194815606627472,103634
34007608800,5823,865,4060,0.1485488579769878,0.6972351021810064,84564
34007608901,5439,798,4152,0.14671814671814673,0.7633756205184776,82839
34007608903,2898,18,2663,0.006211180124223602,0.9189095928226363,96354
34007608904,2079,71,2006,0.034151034151034154,0.9648869648869649,121159
34007609000,1421,303,497,0.21323011963406052,0.3497536945812808,76071
34007609103,5461,283,3413,0.05182201062076543,0.6249771104193371,67123
34007609201,5178,933,2808,0.1801853997682503,0.5422943221320974,83542
34007609202,5128,566,738,0.11037441497659907,0.1439157566302652,75301
34007609204,4311,475,623,0.11018325214567386,0.14451403386685224,60417
34007609205,6041,697,3456,0.11537824863433206,0.5720907134580367,72813
34007609206,4907,623,2563,0.12696148359486448,0.5223150601181985,105128
34007609207,4222,119,1932,0.028185693983893888,0.4576030317385126,90755
34007610300,2112,527,769,0.24952651515151514,0.3641098484848485,41667
34007610400,4473,1339,459,0.2993516655488486,0.10261569416498995,28643
34007610500,7417,3056,892,0.4120264257786167,0.12026425778616691,67246
34007610600,1286,249,592,0.19362363919129083,0.4603421461897356,58950
34007610800,2809,818,920,0.29120683517265933,0.3275186899252403,61500
34007610900,3252,131,2888,0.04028290282902829,0.8880688806888068,70612
34007611000,6295,1222,4076,0.19412231930103258,0.6474980142970611,53956
34007611100,2904,544,1770,0.18732782369146006,0.609504132231405,72213
34007611200,4446,462,3365,0.1039136302294197,0.7568600989653621,92500
34007611300,4393,534,3414,0.12155702253585249,0.7771454586842704,77731
34007611400,4382,495,3046,0.11296211775445002,0.6951163852122318,77070
34007611500,4585,352,3422,0.07677208287895311,0.7463467829880044,87083
34007611600,4182,438,2305,0.10473457675753228,0.5511716881874701,38225
34007611700,2858,387,2398,0.13540937718684395,0.8390482855143457,87813
34009020101,3468,273,2724,0.078719723183391,0.7854671280276817,72440
34009020102,2162,499,1640,0.23080481036077705,0.7585568917668826,68162
34009020201,1562,134,1371,0.08578745198463508,0.8777208706786171,115729
34009020203,2117,111,1971,0.052432687765706185,0.9310344827586207,74583
34009020205,897,0,884,0.0,0.9855072463768116,109063
34009020206,1005,0,1005,0.0,1.0,162788
34009020301,4610,182,4402,0.03947939262472885,0.954880694143167,82950
34009020302,4759,117,4471,0.02458499684807733,0.9394830846816558,100136
34009020400,3014,95,2892,0.03151957531519575,0.9595222295952223,96620
34009020500,2288,659,1107,0.2880244755244755,0.48382867132867136,32000
34009020600,2081,86,1978,0.04132628543969245,0.9505045651129265,82470
34009020700,4259,78,3972,0.01831415825311106,0.9326132895045786,105000
34009020800,2068,18,2016,0.008704061895551257,0.9748549323017408,86359
34009020901,951,13,935,0.013669821240799159,0.9831756046267087,120000
34009020902,1404,15,1380,0.010683760683760684,0.9829059829059829,141964
34009021001,2308,85,1916,0.03682842287694974,0.830155979202773,96750
34009021002,4015,69,3576,0.017185554171855542,0.8906600249066002,92765
34009021100,5123,370,4279,0.0722233066562561,0.8352527815732969,72637
34009021300,3625,236,3296,0.06510344827586206,0.9092413793103449,72500
34009021400,3663,817,2379,0.22304122304122304,0.6494676494676495,42595
34009021500,1864,377,1324,0.20225321888412018,0.7103004291845494,64539
34009021600,3084,32,3004,0.010376134889753566,0.9740596627756161,58944
34009021701,2861,69,2710,0.02411744145403705,0.9472212513107305,81429
34009021702,2294,0,1959,0.0,0.8539668700959023,87750
34009021803,3638,200,3422,0.05497526113249038,0.9406267179769104,64706
34009021804,6228,595,5162,0.09553628773281952,0.8288375080282595,59391
34009021805,4295,340,3813,0.07916181606519208,0.8877764842840512,77500
34009021806,2103,0,2016,0.0,0.9586305278174037,65912
34009021900,1843,80,1585,0.04340748779164406,0.8600108518719479,82250
34009022000,2922,674,2015,0.23066392881587952,0.689596167008898,71875
34009022101,2233,244,1799,0.10927004030452306,0.8056426332288401,82721
34009022102,6744,1365,3895,0.20240213523131673,0.5775504151838672,67000
34009990100,0,0,0,NaN,NaN,
34011010101,2363,219,2090,0.09267879813796022,0.8844688954718578,61042
34011010103,4513,1016,924,0.22512740970529582,0.20474185685796586,
34011010200,4790,438,3538,0.09144050104384134,0.7386221294363257,46481
34011010301,3145,253,2405,0.08044515103338633,0.7647058823529411,78750
34011010302,1239,34,1097,0.02744148506860371,0.8853914447134786,55379
34011010401,4492,864,1122,0.1923419412288513,0.2497773820124666,56970
34011010402,1097,249,332,0.22698268003646307,0.30264357338195075,
34011010500,1589,139,1356,0.08747640025173065,0.8533668974197609,82917
34011010600,4754,393,3551,0.08266722759781236,0.7469499368952461,85594
34011010701,3859,671,2320,0.17387924332728685,0.6011920186576833,50078
34011010702,3889,727,2228,0.1869375160709694,0.5728979172023656,72145
34011010800,3160,371,2133,0.11740506329113924,0.675,71250
34011020100,1167,862,76,0.7386461011139674,0.06512425021422451,25000
34011020200,3189,2278,312,0.7143305111320163,0.09783631232361242,33068
34011020301,2395,1975,173,0.824634655532359,0.0722338204592902,38407
34011020302,4083,2903,356,0.7109968160666177,0.08719079108498654,36382
34011020400,2963,1204,769,0.4063449206884914,0.25953425582180223,54453
34011020502,3827,712,830,0.18604651162790697,0.21688006271230728,
34011020503,4967,1615,133,0.32514596335816387,0.02677672639420173,26558
34011020600,4052,1996,888,0.49259624876604147,0.21915103652517276,50114
34011030100,849,223,267,0.2626619552414605,0.31448763250883394,20412
34011030200,4208,1728,1488,0.41064638783269963,0.35361216730038025,41773
34011030300,4385,577,1853,0.1315849486887115,0.4225769669327252,44700
34011030401,4024,953,2245,0.23682902584493043,0.5579025844930418,52727
34011030402,3743,216,2279,0.057707721079348115,0.6088698904621961,68464
34011030501,7009,257,6122,0.03666714224568412,0.8734484234555572,95144
34011030502,3728,1032,2063,0.27682403433476394,0.5533798283261803,64468
34011040300,4127,2299,965,0.5570632420644536,0.2338260237460625,61891
34011040400,5580,2193,3009,0.39301075268817204,0.539247311827957,73648
34011040500,5824,3739,1042,0.6419986263736264,0.17891483516483517,48654
34011040601,3279,1210,1930,0.36901494358035986,0.5885940835620616,77813
34011040602,3821,2091,998,0.5472389426851609,0.26118817063595917,51000
34011040701,4858,1732,2320,0.3565253190613421,0.47756278303828736,50661
34011040702,4097,885,2730,0.21601171588967538,0.6663412252867952,57477
34011040800,5419,1074,3218,0.19819154825613583,0.5938365011994833,100720
34011040901,2578,987,1105,0.38285492629945694,0.4286268425135764,59605
34011040902,6629,2602,3301,0.392517725147081,0.4979634937396289,54623
34011041001,4757,228,3542,0.047929367248265714,0.7445869245322683,105192
34011041002,3429,1406,1734,0.4100320793234179,0.5056867891513561,84911
34011041101,2747,1692,132,0.6159446669093557,0.04805242082271569,30492
34011041102,4297,3399,290,0.7910169885966953,0.06748894577612288,45641
34011990000,0,0,0,NaN,NaN,
34013000100,6429,4597,469,0.7150412194742573,0.07295069217607715,53460
34013000200,3443,2528,353,0.7342433923903573,0.10252686610514086,38477
34013000300,3794,2572,194,0.6779124934106484,0.05113336847654191,23765
34013000400,2431,2059,236,0.8469765528589058,0.09707939119703826,41379
34013000500,2067,1458,250,0.7053701015965167,0.12094823415578132,41200
34013000600,4020,2513,678,0.6251243781094528,0.16865671641791044,35473
34013000700,6620,3843,243,0.5805135951661632,0.036706948640483385,46164
34013000800,5284,4316,403,0.8168054504163512,0.07626797880393642,63304
34013000900,3818,1873,53,0.49057097957045576,0.01388161341016239,32883
34013001000,3869,1400,191,0.36185060739209096,0.04936676143706384,40449
34013001100,3581,664,1000,0.18542306618263055,0.27925160569673274,69896
34013001300,1991,546,194,0.2742340532395781,0.09743847312908087,30033
34013001400,3374,682,76,0.2021339656194428,0.022525192649673977,57300
34013001500,2052,19,73,0.009259259259259259,0.03557504873294347,30294
34013001600,2354,1270,57,0.5395072217502124,0.024214103653355988,30677
34013001700,2672,1112,0,0.4161676646706587,0.0,38264
34013001800,2407,112,0,0.04653095139177399,0.0,35234
34013001900,2404,279,58,0.11605657237936771,0.024126455906821963,28641
34013002000,3979,93,39,0.023372706710228702,0.009801457652676551,24688
34013002100,2972,0,76,0.0,0.02557200538358008,34766
34013002202,3858,439,12,0.11378952825298082,0.003110419906687403,51650
34013002203,6504,1952,267,0.3001230012300123,0.041051660516605165,29300
34013002204,1908,0,35,0.0,0.018343815513626835,87905
34013002300,5337,400,31,0.07494847292486416,0.005808506651676972,69266
34013002400,3983,388,138,0.09741400954054732,0.03464725081596786,51156
34013002500,4995,277,36,0.05545545545545546,0.007207207207207207,68661
34013002600,1689,353,16,0.20899940793368857,0.009473060982830076,37422
34013002800,2363,51,0,0.02158273381294964,0.0,57396
34013003100,2164,207,7,0.0956561922365989,0.003234750462107209,
34013003500,2679,28,14,0.010451661067562523,0.005225830533781261,45781
34013003700,2302,128,74,0.05560382276281494,0.03214596003475239,35913
34013003800,2336,528,22,0.22602739726027396,0.009417808219178082,36450
34013003900,1425,26,0,0.018245614035087718,0.0,23964
34013004100,3832,551,9,0.14378914405010437,0.002348643006263048,33651
34013004200,2667,141,66,0.052868391451068614,0.024746906636670417,40833
34013004300,2705,114,4,0.04214417744916821,0.0014787430683918669,42109
34013004400,1450,32,45,0.022068965517241378,0.03103448275862069,31875
34013004500,3204,108,8,0.033707865168539325,0.0024968789013732834,53021
34013004600,3376,579,29,0.17150473933649288,0.008590047393364929,40754
34013004700,4858,132,50,0.027171675586661177,0.01029230135858378,46424
34013004801,2569,272,0,0.10587777345270533,0.0,46176
34013004802,4376,924,216,0.21115173674588666,0.04936014625228519,12298
34013004900,3883,451,39,0.11614730878186968,0.010043780582024209,34784
34013005000,3114,441,49,0.1416184971098266,0.01573538856775851,46250
34013005100,2354,365,0,0.15505522514868308,0.0,47619
34013005200,1725,299,0,0.17333333333333334,0.0,41538
34013005300,2925,248,0,0.0847863247863248,0.0,42326
34013005400,4709,1153,21,0.24485028668507114,0.004459545551072415,16374
34013005700,2270,942,379,0.4149779735682819,0.1669603524229075,44444
34013006200,1966,344,100,0.17497456765005087,0.0508646998982706,28393
34013006400,1372,61,72,0.04446064139941691,0.052478134110787174,47813
34013006600,1891,257,11,0.13590692755156003,0.005817028027498678,44228
34013006700,3874,1867,116,0.48193082085699535,0.029943211151264842,18780
34013006800,5698,2089,1639,0.3666198666198666,0.2876447876447876,57569
34013006900,5162,2563,1571,0.4965129794653235,0.30433940333204185,58181
34013007000,4337,2304,1225,0.5312427945584506,0.2824533087387595,41125
34013007100,4383,1794,1561,0.40930869267624914,0.3561487565594342,48766
34013007200,4308,2481,1516,0.5759052924791086,0.3519034354688951,50341
34013007300,5686,2282,2664,0.4013366162504397,0.46851916989096026,53340
34013007400,6304,1886,1697,0.2991751269035533,0.2691941624365482,61023
34013007501,4712,2889,666,0.6131154499151104,0.14134125636672326,25833
34013007502,3342,1913,585,0.5724117295032914,0.17504488330341114,40652
34013007600,3809,1718,1313,0.4510370175899186,0.3447098976109215,49383
34013007700,3051,1867,823,0.6119305145853818,0.2697476237299246,52500
34013007800,3740,2005,998,0.536096256684492,0.26684491978609626,39965
34013007900,4433,2828,1109,0.6379427024588314,0.2501691856530566,54478
34013008000,2625,984,771,0.37485714285714283,0.2937142857142857,56154
34013008100,4388,551,297,0.1255697356426618,0.06768459434822242,30366
34013008200,2438,673,185,0.2760459392945037,0.07588187038556193,21188
34013008700,3789,2865,263,0.7561361836896279,0.06941145420955397,48250
34013008800,2076,1346,28,0.6483622350674374,0.01348747591522158,62653
34013008900,2111,1735,153,0.8218853623874941,0.07247749881572714,40147
34013009000,1588,330,120,0.20780856423173805,0.07556675062972293,37708
34013009100,3898,3170,317,0.8132375577219086,0.08132375577219086,
34013009200,3341,2066,403,0.6183777312181982,0.12062256809338522,23655
34013009300,5529,3557,112,0.6433351419786579,0.02025682763610056,48488
34013009400,6313,3981,1012,0.6306035165531443,0.16030413432599397,45382
34013009500,6928,4543,1053,0.6557448036951501,0.1519919168591224,54846
34013009600,5415,3680,389,0.6795937211449676,0.07183748845798707,36484
34013009700,5064,4306,89,0.8503159557661928,0.017575039494470774,43333
34013009900,2745,141,0,0.05136612021857923,0.0,48281
34013010000,3294,587,166,0.17820279295689131,0.050394656952034,89191
34013010100,2680,343,34,0.12798507462686567,0.012686567164179104,75000
34013010200,4479,856,73,0.19111408796606386,0.01629828086626479,45947
34013010300,3857,291,177,0.07544723878662173,0.04589058854031631,57821
34013010400,4732,295,5,0.06234150464919696,0.0010566356720202875,50909
34013010500,5012,774,50,0.1544293695131684,0.009976057462090982,61132
34013010600,4502,624,66,0.1386050644158152,0.014660151043980453,53359
34013010700,4209,1011,62,0.24019957234497505,0.014730339748158707,44575
34013010800,2971,856,12,0.288118478626725,0.004039044092898014,58125
34013010900,2431,654,32,0.2690250925545043,0.01316330728095434,44031
34013011100,3915,619,74,0.15810983397190292,0.018901660280970626,23812
34013011200,2981,179,124,0.0600469641060047,0.04159677960415968,48202
34013011300,4340,65,60,0.014976958525345621,0.013824884792626729,53409
34013011400,5030,202,196,0.040159045725646124,0.0389662027833002,74976
34013011500,2552,61,61,0.02390282131661442,0.02390282131661442,67634
34013011600,3678,303,30,0.08238172920065252,0.008156606851549755,59190
34013011700,2838,133,6,0.04686398872445384,0.0021141649048625794,53642
34013011800,2672,45,11,0.016841317365269462,0.004116766467065869,64101
34013011900,1871,285,31,0.15232495991448422,0.016568679850347406,37958
34013012000,7390,988,151,0.13369418132611638,0.02043301759133965,63348
34013012100,4343,852,50,0.1961777573106148,0.011512779184895234,45089
34013012200,6273,285,630,0.04543280726924916,0.10043041606886657,52838
34013012300,5099,557,16,0.1092371053147676,0.0031378701706216905,52067
34013012400,5051,559,186,0.11067115422688577,0.03682439120966145,33644
34013012500,3767,303,41,0.08043535970268118,0.010883992567029467,53718
34013012600,3520,375,0,0.10653409090909091,0.0,61652
34013012700,4315,622,189,0.14414831981460025,0.04380069524913094,58906
34013012800,3774,0,28,0.0,0.007419183889772125,63681
34013012900,4114,452,7,0.10986874088478367,0.001701507049100632,45720
34013013000,1851,92,84,0.04970286331712588,0.04538087520259319,42528
34013013100,2590,299,3,0.11544401544401545,0.0011583011583011582,55938
34013013200,2507,0,77,0.0,0.030714000797766254,55484
34013013300,3759,86,161,0.022878425113061984,0.04283054003724395,34635
34013013400,3967,422,3163,0.10637761532644316,0.7973279556339803,134523
34013013500,4567,945,2776,0.20691920297788483,0.6078388438800088,120208
34013013600,6849,1484,3559,0.21667396700248212,0.5196379033435538,106406
34013013700,4709,1022,2859,0.2170312168188575,0.6071352728817159,77405
34013013800,4623,886,3368,0.19165044343499893,0.7285312567596799,140875
34013013900,5216,958,3622,0.18366564417177914,0.6944018404907976,106169
34013014000,3717,599,2156,0.161151466236212,0.5800376647834274,93100
34013014100,3541,1379,1503,0.3894380118610562,0.42445636825755434,85788
34013014200,4499,2012,1586,0.4472104912202712,0.35252278284063127,106490
34013014300,6531,4202,1415,0.643393048537743,0.21665901087122952,78571
34013014400,3811,2243,749,0.5885594332196274,0.19653634216741012,57305
34013014500,4207,3068,827,0.7292607558830521,0.19657713334917995,58846
34013014600,5194,2872,1101,0.5529457065845206,0.21197535618020794,78450
34013014700,6414,2070,2147,0.32273152478952294,0.3347365138758965,60216
34013014800,3453,476,1861,0.13785114393281206,0.5389516362583261,155152
34013014900,4918,976,2933,0.19845465636437576,0.5963806425376169,156808
34013015000,3525,928,2003,0.2632624113475177,0.5682269503546099,97390
34013015100,4755,1270,2218,0.26708727655099895,0.4664563617245005,86214
34013015200,4669,1483,2040,0.31762690083529665,0.43692439494538443,73990
34013015300,2976,786,1015,0.26411290322580644,0.34106182795698925,70417
34013015400,6119,1157,2926,0.18908318352672004,0.47818270959307074,78822
34013015500,4396,1896,1479,0.4313011828935396,0.336442220200182,94236
34013015600,4646,1182,1623,0.2544123977615153,0.3493327593628928,82800
34013015700,2463,1101,399,0.4470158343483557,0.16199756394640683,54926
34013015800,4397,1729,1191,0.39322265180805094,0.2708664998862861,84625
34013015900,6074,2198,845,0.36187026671056965,0.139117550214027,72225
34013016000,7764,718,6064,0.09247810407006697,0.7810407006697578,243899
34013016100,3816,286,2916,0.0749475890985325,0.7641509433962265,198583
34013016200,3598,241,2917,0.0669816564758199,0.8107281823235131,250
34013016300,3555,196,2730,0.05513361462728551,0.7679324894514767,186953
34013016400,3906,367,3139,0.09395801331285203,0.8036354326676908,186782
34013016500,4007,554,2236,0.13825804841527328,0.558023458946843,210395
34013016600,3210,139,1686,0.04330218068535826,0.525233644859813,138295
34013016700,2930,343,1250,0.11706484641638225,0.42662116040955633,98068
34013016800,3918,513,1948,0.13093415007656967,0.49719244512506383,116151
34013016900,2858,136,2017,0.04758572428271519,0.7057382785164451,214632
34013017000,2883,380,1181,0.13180714533472077,0.40964273326396117,95645
34013017100,2362,631,348,0.26714648602878915,0.14733276883996613,55217
34013017200,3477,400,552,0.11504170261719873,0.15875754961173424,117634
34013017301,5255,723,3480,0.13758325404376784,0.6622264509990485,136875
34013017302,7548,1152,3626,0.15262321144674085,0.4803921568627451,131146
34013017400,5440,789,2732,0.14503676470588237,0.5022058823529412,167785
34013017500,6287,659,2799,0.10481946874502943,0.4452043900111341,98693
34013017600,5221,1213,1837,0.23233097107833747,0.35184830492242863,73968
34013017700,5123,2173,999,0.4241655280109311,0.19500292797189148,53900
34013017800,3411,1129,622,0.3309879800644972,0.1823512166520082,70739
34013017900,3842,284,2162,0.0739198334200937,0.5627277459656429,162586
34013018000,6353,571,3295,0.08987879741854242,0.5186526050684716,150655
34013018100,2275,808,65,0.35516483516483516,0.02857142857142857,41250
34013018200,4675,1471,129,0.3146524064171123,0.027593582887700533,46601
34013018300,4134,2012,54,0.4866956942428641,0.013062409288824383,40938
34013018400,2119,458,12,0.21613968853232657,0.005663048607833884,32143
34013018600,4985,2132,418,0.4276830491474423,0.08385155466399198,50724
34013018700,5623,1810,22,0.321892228347857,0.003912502223012627,31429
34013018800,5996,671,845,0.1119079386257505,0.14092728485657105,71695
34013018900,4099,1075,115,0.2622590875823372,0.02805562332276165,55718
34013019000,4919,222,3282,0.045131124212238256,0.6672087822728197,238750
34013019100,4584,263,2249,0.05737347294938918,0.4906195462478185,207303
34013019200,5082,510,3251,0.10035419126328217,0.6397087760724124,86603
34013019300,3464,273,2167,0.07881062355658199,0.6255773672055427,109602
34013019400,2961,331,2323,0.11178655859506924,0.784532252617359,236154
34013019500,3905,225,3008,0.05761843790012804,0.7702944942381562,219265
34013019600,6587,606,1996,0.09199939274328223,0.30302110217094275,130729
34013019700,6475,531,1501,0.08200772200772201,0.2318146718146718,113294
34013019800,2912,189,1869,0.06490384615384616,0.6418269230769231,177045
34013019900,2580,220,2099,0.08527131782945736,0.8135658914728682,213688
34013020000,6136,62,3936,0.010104302477183833,0.6414602346805737,250
34013020100,5322,463,2744,0.08699736940999624,0.5155956407365652,250
34013020200,5167,428,2944,0.08283336558931682,0.5697696922779175,250
34013020300,5012,515,2198,0.10275339185953711,0.43854748603351956,178598
34013020400,5070,278,3223,0.05483234714003945,0.6357001972386588,190250
34013020500,7954,279,4533,0.0350766909730953,0.5699019361327634,198750
34013020600,5291,307,3260,0.05802305802305802,0.6161406161406161,191000
34013020700,4630,88,2905,0.01900647948164147,0.6274298056155507,147176
34013020800,8158,739,4546,0.09058592792351067,0.557244422652611,196902
34013020901,2270,323,1818,0.1422907488986784,0.8008810572687225,250
34013020902,6240,343,4934,0.05496794871794872,0.7907051282051282,145994
34013021000,5838,111,5191,0.019013360739979446,0.8891743747858856,158184
34013021100,4900,331,4205,0.06755102040816327,0.8581632653061224,131143
34013021200,3741,287,3258,0.07671745522587543,0.8708901363271853,133350
34013021300,6209,283,4970,0.04557899822837816,0.8004509582863585,136250
34013021400,6864,820,5437,0.11946386946386946,0.7921037296037297,141667
34013021601,7751,559,6957,0.07211972648690491,0.8975616049541995,109100
34013021602,6633,402,5298,0.06060606060606061,0.798733604703754,172419
34013021701,3965,739,2681,0.18638083228247163,0.6761664564943254,85833
34013021702,4835,467,3155,0.09658738366080662,0.6525336091003102,111976
34013021801,3040,237,2683,0.07796052631578948,0.8825657894736842,137408
34013021802,3300,321,2416,0.09727272727272727,0.7321212121212122,140395
34013021803,4630,203,4024,0.04384449244060475,0.8691144708423326,119861
34013022700,2810,839,85,0.29857651245551603,0.030249110320284697,16602
34013022800,1820,145,61,0.07967032967032966,0.033516483516483515,27209
34013022900,4532,512,702,0.11297440423654016,0.15489849955869373,50446
34013023000,3183,761,16,0.23908262645303174,0.005026704366949419,12390
34013023100,2390,544,8,0.22761506276150628,0.0033472803347280333,52729
34013023200,4172,1045,12,0.25047938638542666,0.0028763183125599234,28047
34013980100,2648,371,511,0.1401057401812689,0.19297583081570996,
34013980200,0,0,0,NaN,NaN,
34015500100,4303,304,3201,0.07064838484778062,0.7438996049267953,57543
34015500201,2462,105,2098,0.042648253452477664,0.8521527213647441,89268
34015500202,5103,279,3906,0.054673721340388004,0.7654320987654321,79650
34015500203,5521,279,4754,0.050534323492120996,0.861075892048542,81440
34015500204,5764,547,4051,0.09489937543372658,0.7028105482303956,80093
34015500205,3442,82,3061,0.023823358512492735,0.889308541545613,64947
34015500300,3064,184,2770,0.06005221932114883,0.9040469973890339,75521
34015500400,6234,703,2948,0.11276868784087263,0.47289059993583576,45929
34015500500,4954,274,4235,0.055308841340331046,0.854864755752927,83219
34015500601,7267,151,6490,0.02077886335489198,0.893078299160589,109591
34015500602,4354,24,3478,0.005512172714745062,0.7988056959118053,167143
34015500702,5857,4,5523,0.0006829434864264982,0.9429742188833874,108750
34015500703,1649,25,1489,0.015160703456640388,0.9029714978775015,115234
34015500704,3107,177,2792,0.056968136466044414,0.8986160283231412,104946
